"","Link","Title","string","url","css_string"
"187","certolizumab-pegol-2.html"," Certolizumab pegol ","certolizumab-pegol-2","https://bnf.nice.org.uk/interaction/certolizumab-pegol-2.html","#certolizumab-pegol-2 .interactant span"
"188","cetirizine.html"," Cetirizine ","cetirizine","https://bnf.nice.org.uk/interaction/cetirizine.html","#cetirizine .interactant span"
"189","cetuximab-2.html"," Cetuximab ","cetuximab-2","https://bnf.nice.org.uk/interaction/cetuximab-2.html","#cetuximab-2 .interactant span"
"190","chenodeoxycholic-acid.html"," Chenodeoxycholic acid ","chenodeoxycholic-acid","https://bnf.nice.org.uk/interaction/chenodeoxycholic-acid.html","#chenodeoxycholic-acid .interactant span"
"191","chloral-hydrate-2.html"," Chloral hydrate ","chloral-hydrate-2","https://bnf.nice.org.uk/interaction/chloral-hydrate-2.html","#chloral-hydrate-2 .interactant span"
"192","chlorambucil-2.html"," Chlorambucil ","chlorambucil-2","https://bnf.nice.org.uk/interaction/chlorambucil-2.html","#chlorambucil-2 .interactant span"
"193","chloramphenicol-2.html"," Chloramphenicol ","chloramphenicol-2","https://bnf.nice.org.uk/interaction/chloramphenicol-2.html","#chloramphenicol-2 .interactant span"
"194","chlordiazepoxide.html"," Chlordiazepoxide ","chlordiazepoxide","https://bnf.nice.org.uk/interaction/chlordiazepoxide.html","#chlordiazepoxide .interactant span"
"195","chloroquine-2.html"," Chloroquine ","chloroquine-2","https://bnf.nice.org.uk/interaction/chloroquine-2.html","#chloroquine-2 .interactant span"
"196","chlorothiazide.html"," Chlorothiazide ","chlorothiazide","https://bnf.nice.org.uk/interaction/chlorothiazide.html","#chlorothiazide .interactant span"
"197","chlorphenamine.html"," Chlorphenamine ","chlorphenamine","https://bnf.nice.org.uk/interaction/chlorphenamine.html","#chlorphenamine .interactant span"
"198","chlorpromazine.html"," Chlorpromazine ","chlorpromazine","https://bnf.nice.org.uk/interaction/chlorpromazine.html","#chlorpromazine .interactant span"
"199","chlortalidone-2.html"," Chlortalidone ","chlortalidone-2","https://bnf.nice.org.uk/interaction/chlortalidone-2.html","#chlortalidone-2 .interactant span"
"200","cholera-vaccine-2.html"," Cholera vaccine ","cholera-vaccine-2","https://bnf.nice.org.uk/interaction/cholera-vaccine-2.html","#cholera-vaccine-2 .interactant span"
"201","cholic-acid-2.html"," Cholic acid ","cholic-acid-2","https://bnf.nice.org.uk/interaction/cholic-acid-2.html","#cholic-acid-2 .interactant span"
"202","choline-salicylate-2.html"," Choline salicylate ","choline-salicylate-2","https://bnf.nice.org.uk/interaction/choline-salicylate-2.html","#choline-salicylate-2 .interactant span"
"203","ciclesonide-2.html"," Ciclesonide ","ciclesonide-2","https://bnf.nice.org.uk/interaction/ciclesonide-2.html","#ciclesonide-2 .interactant span"
"204","ciclosporin-2.html"," Ciclosporin ","ciclosporin-2","https://bnf.nice.org.uk/interaction/ciclosporin-2.html","#ciclosporin-2 .interactant span"
"205","cilostazol-2.html"," Cilostazol ","cilostazol-2","https://bnf.nice.org.uk/interaction/cilostazol-2.html","#cilostazol-2 .interactant span"
"206","cimetidine-2.html"," Cimetidine ","cimetidine-2","https://bnf.nice.org.uk/interaction/cimetidine-2.html","#cimetidine-2 .interactant span"
"207","cinacalcet-2.html"," Cinacalcet ","cinacalcet-2","https://bnf.nice.org.uk/interaction/cinacalcet-2.html","#cinacalcet-2 .interactant span"
"208","cinnarizine-2.html"," Cinnarizine ","cinnarizine-2","https://bnf.nice.org.uk/interaction/cinnarizine-2.html","#cinnarizine-2 .interactant span"
"209","ciprofibrate-2.html"," Ciprofibrate ","ciprofibrate-2","https://bnf.nice.org.uk/interaction/ciprofibrate-2.html","#ciprofibrate-2 .interactant span"
"210","ciprofloxacin-2.html"," Ciprofloxacin ","ciprofloxacin-2","https://bnf.nice.org.uk/interaction/ciprofloxacin-2.html","#ciprofloxacin-2 .interactant span"
"211","cisatracurium-2.html"," Cisatracurium ","cisatracurium-2","https://bnf.nice.org.uk/interaction/cisatracurium-2.html","#cisatracurium-2 .interactant span"
"212","cisplatin-2.html"," Cisplatin ","cisplatin-2","https://bnf.nice.org.uk/interaction/cisplatin-2.html","#cisplatin-2 .interactant span"
"213","citalopram-2.html"," Citalopram ","citalopram-2","https://bnf.nice.org.uk/interaction/citalopram-2.html","#citalopram-2 .interactant span"
"214","cladribine-2.html"," Cladribine ","cladribine-2","https://bnf.nice.org.uk/interaction/cladribine-2.html","#cladribine-2 .interactant span"
"215","clarithromycin-2.html"," Clarithromycin ","clarithromycin-2","https://bnf.nice.org.uk/interaction/clarithromycin-2.html","#clarithromycin-2 .interactant span"
"216","clemastine-2.html"," Clemastine ","clemastine-2","https://bnf.nice.org.uk/interaction/clemastine-2.html","#clemastine-2 .interactant span"
"217","clevidipine-2.html"," Clevidipine ","clevidipine-2","https://bnf.nice.org.uk/interaction/clevidipine-2.html","#clevidipine-2 .interactant span"
"218","clindamycin-2.html"," Clindamycin ","clindamycin-2","https://bnf.nice.org.uk/interaction/clindamycin-2.html","#clindamycin-2 .interactant span"
"219","clobazam-2.html"," Clobazam ","clobazam-2","https://bnf.nice.org.uk/interaction/clobazam-2.html","#clobazam-2 .interactant span"
"220","clofarabine-2.html"," Clofarabine ","clofarabine-2","https://bnf.nice.org.uk/interaction/clofarabine-2.html","#clofarabine-2 .interactant span"
"221","clofazimine-2.html"," Clofazimine ","clofazimine-2","https://bnf.nice.org.uk/interaction/clofazimine-2.html","#clofazimine-2 .interactant span"
"222","clomethiazole-2.html"," Clomethiazole ","clomethiazole-2","https://bnf.nice.org.uk/interaction/clomethiazole-2.html","#clomethiazole-2 .interactant span"
"223","clomipramine.html"," Clomipramine ","clomipramine","https://bnf.nice.org.uk/interaction/clomipramine.html","#clomipramine .interactant span"
"224","clonazepam-2.html"," Clonazepam ","clonazepam-2","https://bnf.nice.org.uk/interaction/clonazepam-2.html","#clonazepam-2 .interactant span"
"225","clonidine.html"," Clonidine ","clonidine","https://bnf.nice.org.uk/interaction/clonidine.html","#clonidine .interactant span"
"226","clopamide.html"," Clopamide ","clopamide","https://bnf.nice.org.uk/interaction/clopamide.html","#clopamide .interactant span"
"227","clopidogrel-2.html"," Clopidogrel ","clopidogrel-2","https://bnf.nice.org.uk/interaction/clopidogrel-2.html","#clopidogrel-2 .interactant span"
"228","clotrimazole-2.html"," Clotrimazole ","clotrimazole-2","https://bnf.nice.org.uk/interaction/clotrimazole-2.html","#clotrimazole-2 .interactant span"
"229","clozapine-2.html"," Clozapine ","clozapine-2","https://bnf.nice.org.uk/interaction/clozapine-2.html","#clozapine-2 .interactant span"
"230","co-trimoxazole-2.html"," Co-trimoxazole ","co-trimoxazole-2","https://bnf.nice.org.uk/interaction/co-trimoxazole-2.html","#co-trimoxazole-2 .interactant span"
"231","cobicistat-2.html"," Cobicistat ","cobicistat-2","https://bnf.nice.org.uk/interaction/cobicistat-2.html","#cobicistat-2 .interactant span"
"232","cobimetinib-2.html"," Cobimetinib ","cobimetinib-2","https://bnf.nice.org.uk/interaction/cobimetinib-2.html","#cobimetinib-2 .interactant span"
"233","codeine.html"," Codeine ","codeine","https://bnf.nice.org.uk/interaction/codeine.html","#codeine .interactant span"
"234","colchicine-2.html"," Colchicine ","colchicine-2","https://bnf.nice.org.uk/interaction/colchicine-2.html","#colchicine-2 .interactant span"
"235","colecalciferol-2.html"," Colecalciferol ","colecalciferol-2","https://bnf.nice.org.uk/interaction/colecalciferol-2.html","#colecalciferol-2 .interactant span"
"236","colistimethate.html"," Colistimethate ","colistimethate","https://bnf.nice.org.uk/interaction/colistimethate.html","#colistimethate .interactant span"
"237","combined-hormonal-contraceptives.html"," Combined hormonal contraceptives ","combined-hormonal-contraceptives","https://bnf.nice.org.uk/interaction/combined-hormonal-contraceptives.html","#combined-hormonal-contraceptives .interactant span"
"238","cranberry-juice-2.html"," Cranberry juice ","cranberry-juice-2","https://bnf.nice.org.uk/interaction/cranberry-juice-2.html","#cranberry-juice-2 .interactant span"
"239","crisantaspase-2.html"," Crisantaspase ","crisantaspase-2","https://bnf.nice.org.uk/interaction/crisantaspase-2.html","#crisantaspase-2 .interactant span"
"240","crizotinib-2.html"," Crizotinib ","crizotinib-2","https://bnf.nice.org.uk/interaction/crizotinib-2.html","#crizotinib-2 .interactant span"
"241","cyclizine-2.html"," Cyclizine ","cyclizine-2","https://bnf.nice.org.uk/interaction/cyclizine-2.html","#cyclizine-2 .interactant span"
"242","cyclopenthiazide-2.html"," Cyclopenthiazide ","cyclopenthiazide-2","https://bnf.nice.org.uk/interaction/cyclopenthiazide-2.html","#cyclopenthiazide-2 .interactant span"
"243","cyclopentolate.html"," Cyclopentolate ","cyclopentolate","https://bnf.nice.org.uk/interaction/cyclopentolate.html","#cyclopentolate .interactant span"
"244","cyclophosphamide-2.html"," Cyclophosphamide ","cyclophosphamide-2","https://bnf.nice.org.uk/interaction/cyclophosphamide-2.html","#cyclophosphamide-2 .interactant span"
"245","cycloserine-2.html"," Cycloserine ","cycloserine-2","https://bnf.nice.org.uk/interaction/cycloserine-2.html","#cycloserine-2 .interactant span"
"246","cyproheptadine.html"," Cyproheptadine ","cyproheptadine","https://bnf.nice.org.uk/interaction/cyproheptadine.html","#cyproheptadine .interactant span"
"247","cytarabine-2.html"," Cytarabine ","cytarabine-2","https://bnf.nice.org.uk/interaction/cytarabine-2.html","#cytarabine-2 .interactant span"
"248","dabigatran.html"," Dabigatran ","dabigatran","https://bnf.nice.org.uk/interaction/dabigatran.html","#dabigatran .interactant span"
"249","dabrafenib-2.html"," Dabrafenib ","dabrafenib-2","https://bnf.nice.org.uk/interaction/dabrafenib-2.html","#dabrafenib-2 .interactant span"
"250","dacarbazine-2.html"," Dacarbazine ","dacarbazine-2","https://bnf.nice.org.uk/interaction/dacarbazine-2.html","#dacarbazine-2 .interactant span"
"251","daclatasvir-2.html"," Daclatasvir ","daclatasvir-2","https://bnf.nice.org.uk/interaction/daclatasvir-2.html","#daclatasvir-2 .interactant span"
"252","daclizumab-2.html"," Daclizumab ","daclizumab-2","https://bnf.nice.org.uk/interaction/daclizumab-2.html","#daclizumab-2 .interactant span"
"253","dactinomycin.html"," Dactinomycin ","dactinomycin","https://bnf.nice.org.uk/interaction/dactinomycin.html","#dactinomycin .interactant span"
"254","dairy-products-2.html"," Dairy products ","dairy-products-2","https://bnf.nice.org.uk/interaction/dairy-products-2.html","#dairy-products-2 .interactant span"
"255","dalteparin.html"," Dalteparin ","dalteparin","https://bnf.nice.org.uk/interaction/dalteparin.html","#dalteparin .interactant span"
"256","danaparoid.html"," Danaparoid ","danaparoid","https://bnf.nice.org.uk/interaction/danaparoid.html","#danaparoid .interactant span"
"257","danazol-2.html"," Danazol ","danazol-2","https://bnf.nice.org.uk/interaction/danazol-2.html","#danazol-2 .interactant span"
"258","dantrolene.html"," Dantrolene ","dantrolene","https://bnf.nice.org.uk/interaction/dantrolene.html","#dantrolene .interactant span"
"259","dapagliflozin-2.html"," Dapagliflozin ","dapagliflozin-2","https://bnf.nice.org.uk/interaction/dapagliflozin-2.html","#dapagliflozin-2 .interactant span"
"260","dapoxetine-2.html"," Dapoxetine ","dapoxetine-2","https://bnf.nice.org.uk/interaction/dapoxetine-2.html","#dapoxetine-2 .interactant span"
"261","dapsone-2.html"," Dapsone ","dapsone-2","https://bnf.nice.org.uk/interaction/dapsone-2.html","#dapsone-2 .interactant span"
"262","daptomycin-2.html"," Daptomycin ","daptomycin-2","https://bnf.nice.org.uk/interaction/daptomycin-2.html","#daptomycin-2 .interactant span"
"263","daratumumab-2.html"," Daratumumab ","daratumumab-2","https://bnf.nice.org.uk/interaction/daratumumab-2.html","#daratumumab-2 .interactant span"
"264","darbepoetin-alfa-2.html"," Darbepoetin alfa ","darbepoetin-alfa-2","https://bnf.nice.org.uk/interaction/darbepoetin-alfa-2.html","#darbepoetin-alfa-2 .interactant span"
"265","darifenacin-2.html"," Darifenacin ","darifenacin-2","https://bnf.nice.org.uk/interaction/darifenacin-2.html","#darifenacin-2 .interactant span"
"266","darunavir-2.html"," Darunavir ","darunavir-2","https://bnf.nice.org.uk/interaction/darunavir-2.html","#darunavir-2 .interactant span"
"267","dasabuvir-2.html"," Dasabuvir ","dasabuvir-2","https://bnf.nice.org.uk/interaction/dasabuvir-2.html","#dasabuvir-2 .interactant span"
"268","dasatinib-2.html"," Dasatinib ","dasatinib-2","https://bnf.nice.org.uk/interaction/dasatinib-2.html","#dasatinib-2 .interactant span"
"269","daunorubicin-2.html"," Daunorubicin ","daunorubicin-2","https://bnf.nice.org.uk/interaction/daunorubicin-2.html","#daunorubicin-2 .interactant span"
"270","decitabine-2.html"," Decitabine ","decitabine-2","https://bnf.nice.org.uk/interaction/decitabine-2.html","#decitabine-2 .interactant span"
"271","deferasirox-2.html"," Deferasirox ","deferasirox-2","https://bnf.nice.org.uk/interaction/deferasirox-2.html","#deferasirox-2 .interactant span"
"272","deferiprone-2.html"," Deferiprone ","deferiprone-2","https://bnf.nice.org.uk/interaction/deferiprone-2.html","#deferiprone-2 .interactant span"
"273","deflazacort-2.html"," Deflazacort ","deflazacort-2","https://bnf.nice.org.uk/interaction/deflazacort-2.html","#deflazacort-2 .interactant span"
"274","delamanid-2.html"," Delamanid ","delamanid-2","https://bnf.nice.org.uk/interaction/delamanid-2.html","#delamanid-2 .interactant span"
"275","demeclocycline.html"," Demeclocycline ","demeclocycline","https://bnf.nice.org.uk/interaction/demeclocycline.html","#demeclocycline .interactant span"
"276","desferrioxamine.html"," Desferrioxamine ","desferrioxamine","https://bnf.nice.org.uk/interaction/desferrioxamine.html","#desferrioxamine .interactant span"
"277","desflurane-2.html"," Desflurane ","desflurane-2","https://bnf.nice.org.uk/interaction/desflurane-2.html","#desflurane-2 .interactant span"
"278","desloratadine-2.html"," Desloratadine ","desloratadine-2","https://bnf.nice.org.uk/interaction/desloratadine-2.html","#desloratadine-2 .interactant span"
"279","desmopressin-2.html"," Desmopressin ","desmopressin-2","https://bnf.nice.org.uk/interaction/desmopressin-2.html","#desmopressin-2 .interactant span"
"280","desogestrel-2.html"," Desogestrel ","desogestrel-2","https://bnf.nice.org.uk/interaction/desogestrel-2.html","#desogestrel-2 .interactant span"
"281","dexamethasone-2.html"," Dexamethasone ","dexamethasone-2","https://bnf.nice.org.uk/interaction/dexamethasone-2.html","#dexamethasone-2 .interactant span"
"282","dexamfetamine.html"," Dexamfetamine ","dexamfetamine","https://bnf.nice.org.uk/interaction/dexamfetamine.html","#dexamfetamine .interactant span"
"283","dexibuprofen-2.html"," Dexibuprofen ","dexibuprofen-2","https://bnf.nice.org.uk/interaction/dexibuprofen-2.html","#dexibuprofen-2 .interactant span"
"284","dexketoprofen-2.html"," Dexketoprofen ","dexketoprofen-2","https://bnf.nice.org.uk/interaction/dexketoprofen-2.html","#dexketoprofen-2 .interactant span"
"285","dexmedetomidine-2.html"," Dexmedetomidine ","dexmedetomidine-2","https://bnf.nice.org.uk/interaction/dexmedetomidine-2.html","#dexmedetomidine-2 .interactant span"
"286","dexrazoxane-2.html"," Dexrazoxane ","dexrazoxane-2","https://bnf.nice.org.uk/interaction/dexrazoxane-2.html","#dexrazoxane-2 .interactant span"
"287","diamorphine.html"," Diamorphine ","diamorphine","https://bnf.nice.org.uk/interaction/diamorphine.html","#diamorphine .interactant span"
"288","diazepam-2.html"," Diazepam ","diazepam-2","https://bnf.nice.org.uk/interaction/diazepam-2.html","#diazepam-2 .interactant span"
"289","diazoxide-2.html"," Diazoxide ","diazoxide-2","https://bnf.nice.org.uk/interaction/diazoxide-2.html","#diazoxide-2 .interactant span"
"290","diclofenac.html"," Diclofenac ","diclofenac","https://bnf.nice.org.uk/interaction/diclofenac.html","#diclofenac .interactant span"
"291","dicycloverine.html"," Dicycloverine ","dicycloverine","https://bnf.nice.org.uk/interaction/dicycloverine.html","#dicycloverine .interactant span"
"292","didanosine-2.html"," Didanosine ","didanosine-2","https://bnf.nice.org.uk/interaction/didanosine-2.html","#didanosine-2 .interactant span"
"293","digoxin-2.html"," Digoxin ","digoxin-2","https://bnf.nice.org.uk/interaction/digoxin-2.html","#digoxin-2 .interactant span"
"294","dihydrocodeine.html"," Dihydrocodeine ","dihydrocodeine","https://bnf.nice.org.uk/interaction/dihydrocodeine.html","#dihydrocodeine .interactant span"
"295","dihydrotachysterol-2.html"," Dihydrotachysterol ","dihydrotachysterol-2","https://bnf.nice.org.uk/interaction/dihydrotachysterol-2.html","#dihydrotachysterol-2 .interactant span"
"296","diltiazem.html"," Diltiazem ","diltiazem","https://bnf.nice.org.uk/interaction/diltiazem.html","#diltiazem .interactant span"
"297","dimenhydrinate.html"," Dimenhydrinate ","dimenhydrinate","https://bnf.nice.org.uk/interaction/dimenhydrinate.html","#dimenhydrinate .interactant span"
"298","dimethyl-fumarate-2.html"," Dimethyl fumarate ","dimethyl-fumarate-2","https://bnf.nice.org.uk/interaction/dimethyl-fumarate-2.html","#dimethyl-fumarate-2 .interactant span"
"299","diphenoxylate.html"," Diphenoxylate ","diphenoxylate","https://bnf.nice.org.uk/interaction/diphenoxylate.html","#diphenoxylate .interactant span"
"300","dipipanone.html"," Dipipanone ","dipipanone","https://bnf.nice.org.uk/interaction/dipipanone.html","#dipipanone .interactant span"
"301","dipyridamole-2.html"," Dipyridamole ","dipyridamole-2","https://bnf.nice.org.uk/interaction/dipyridamole-2.html","#dipyridamole-2 .interactant span"
"302","disopyramide-2.html"," Disopyramide ","disopyramide-2","https://bnf.nice.org.uk/interaction/disopyramide-2.html","#disopyramide-2 .interactant span"
"303","disulfiram-2.html"," Disulfiram ","disulfiram-2","https://bnf.nice.org.uk/interaction/disulfiram-2.html","#disulfiram-2 .interactant span"
"304","dobutamine-2.html"," Dobutamine ","dobutamine-2","https://bnf.nice.org.uk/interaction/dobutamine-2.html","#dobutamine-2 .interactant span"
"305","docetaxel-2.html"," Docetaxel ","docetaxel-2","https://bnf.nice.org.uk/interaction/docetaxel-2.html","#docetaxel-2 .interactant span"
"306","dolutegravir-2.html"," Dolutegravir ","dolutegravir-2","https://bnf.nice.org.uk/interaction/dolutegravir-2.html","#dolutegravir-2 .interactant span"
"307","domperidone-2.html"," Domperidone ","domperidone-2","https://bnf.nice.org.uk/interaction/domperidone-2.html","#domperidone-2 .interactant span"
"308","donepezil.html"," Donepezil ","donepezil","https://bnf.nice.org.uk/interaction/donepezil.html","#donepezil .interactant span"
"309","dopamine.html"," Dopamine ","dopamine","https://bnf.nice.org.uk/interaction/dopamine.html","#dopamine .interactant span"
"310","dopexamine.html"," Dopexamine ","dopexamine","https://bnf.nice.org.uk/interaction/dopexamine.html","#dopexamine .interactant span"
"311","dosulepin.html"," Dosulepin ","dosulepin","https://bnf.nice.org.uk/interaction/dosulepin.html","#dosulepin .interactant span"
"312","doxapram.html"," Doxapram ","doxapram","https://bnf.nice.org.uk/interaction/doxapram.html","#doxapram .interactant span"
"313","doxazosin-2.html"," Doxazosin ","doxazosin-2","https://bnf.nice.org.uk/interaction/doxazosin-2.html","#doxazosin-2 .interactant span"
"314","doxepin-2.html"," Doxepin ","doxepin-2","https://bnf.nice.org.uk/interaction/doxepin-2.html","#doxepin-2 .interactant span"
"315","doxorubicin.html"," Doxorubicin ","doxorubicin","https://bnf.nice.org.uk/interaction/doxorubicin.html","#doxorubicin .interactant span"
"316","doxycycline-2.html"," Doxycycline ","doxycycline-2","https://bnf.nice.org.uk/interaction/doxycycline-2.html","#doxycycline-2 .interactant span"
"317","dronedarone-2.html"," Dronedarone ","dronedarone-2","https://bnf.nice.org.uk/interaction/dronedarone-2.html","#dronedarone-2 .interactant span"
"318","droperidol-2.html"," Droperidol ","droperidol-2","https://bnf.nice.org.uk/interaction/droperidol-2.html","#droperidol-2 .interactant span"
"319","drospirenone.html"," Drospirenone ","drospirenone","https://bnf.nice.org.uk/interaction/drospirenone.html","#drospirenone .interactant span"
"320","dulaglutide-2.html"," Dulaglutide ","dulaglutide-2","https://bnf.nice.org.uk/interaction/dulaglutide-2.html","#dulaglutide-2 .interactant span"
"321","duloxetine-2.html"," Duloxetine ","duloxetine-2","https://bnf.nice.org.uk/interaction/duloxetine-2.html","#duloxetine-2 .interactant span"
"322","dupilumab-2.html"," Dupilumab ","dupilumab-2","https://bnf.nice.org.uk/interaction/dupilumab-2.html","#dupilumab-2 .interactant span"
"323","dutasteride-2.html"," Dutasteride ","dutasteride-2","https://bnf.nice.org.uk/interaction/dutasteride-2.html","#dutasteride-2 .interactant span"
"324","eculizumab-2.html"," Eculizumab ","eculizumab-2","https://bnf.nice.org.uk/interaction/eculizumab-2.html","#eculizumab-2 .interactant span"
"325","edoxaban-2.html"," Edoxaban ","edoxaban-2","https://bnf.nice.org.uk/interaction/edoxaban-2.html","#edoxaban-2 .interactant span"
"326","efavirenz-2.html"," Efavirenz ","efavirenz-2","https://bnf.nice.org.uk/interaction/efavirenz-2.html","#efavirenz-2 .interactant span"
"327","elbasvir.html"," Elbasvir ","elbasvir","https://bnf.nice.org.uk/interaction/elbasvir.html","#elbasvir .interactant span"
"328","eletriptan-2.html"," Eletriptan ","eletriptan-2","https://bnf.nice.org.uk/interaction/eletriptan-2.html","#eletriptan-2 .interactant span"
"329","eliglustat-2.html"," Eliglustat ","eliglustat-2","https://bnf.nice.org.uk/interaction/eliglustat-2.html","#eliglustat-2 .interactant span"
"330","elotuzumab-2.html"," Elotuzumab ","elotuzumab-2","https://bnf.nice.org.uk/interaction/elotuzumab-2.html","#elotuzumab-2 .interactant span"
"331","eltrombopag-2.html"," Eltrombopag ","eltrombopag-2","https://bnf.nice.org.uk/interaction/eltrombopag-2.html","#eltrombopag-2 .interactant span"
"332","eluxadoline-2.html"," Eluxadoline ","eluxadoline-2","https://bnf.nice.org.uk/interaction/eluxadoline-2.html","#eluxadoline-2 .interactant span"
"333","elvitegravir-2.html"," Elvitegravir ","elvitegravir-2","https://bnf.nice.org.uk/interaction/elvitegravir-2.html","#elvitegravir-2 .interactant span"
"334","empagliflozin-2.html"," Empagliflozin ","empagliflozin-2","https://bnf.nice.org.uk/interaction/empagliflozin-2.html","#empagliflozin-2 .interactant span"
"335","enalapril.html"," Enalapril ","enalapril","https://bnf.nice.org.uk/interaction/enalapril.html","#enalapril .interactant span"
"336","enoxaparin.html"," Enoxaparin ","enoxaparin","https://bnf.nice.org.uk/interaction/enoxaparin.html","#enoxaparin .interactant span"
"337","entacapone-2.html"," Entacapone ","entacapone-2","https://bnf.nice.org.uk/interaction/entacapone-2.html","#entacapone-2 .interactant span"
"338","enteral-feeds-2.html"," Enteral feeds ","enteral-feeds-2","https://bnf.nice.org.uk/interaction/enteral-feeds-2.html","#enteral-feeds-2 .interactant span"
"339","enzalutamide-2.html"," Enzalutamide ","enzalutamide-2","https://bnf.nice.org.uk/interaction/enzalutamide-2.html","#enzalutamide-2 .interactant span"
"340","ephedrine.html"," Ephedrine ","ephedrine","https://bnf.nice.org.uk/interaction/ephedrine.html","#ephedrine .interactant span"
"341","epirubicin.html"," Epirubicin ","epirubicin","https://bnf.nice.org.uk/interaction/epirubicin.html","#epirubicin .interactant span"
"342","eplerenone-2.html"," Eplerenone ","eplerenone-2","https://bnf.nice.org.uk/interaction/eplerenone-2.html","#eplerenone-2 .interactant span"
"343","epoetin-alfa-2.html"," Epoetin alfa ","epoetin-alfa-2","https://bnf.nice.org.uk/interaction/epoetin-alfa-2.html","#epoetin-alfa-2 .interactant span"
"344","epoetin-beta-2.html"," Epoetin beta ","epoetin-beta-2","https://bnf.nice.org.uk/interaction/epoetin-beta-2.html","#epoetin-beta-2 .interactant span"
"345","epoetin-zeta-2.html"," Epoetin zeta ","epoetin-zeta-2","https://bnf.nice.org.uk/interaction/epoetin-zeta-2.html","#epoetin-zeta-2 .interactant span"
"346","epoprostenol-2.html"," Epoprostenol ","epoprostenol-2","https://bnf.nice.org.uk/interaction/epoprostenol-2.html","#epoprostenol-2 .interactant span"
"347","eprosartan-2.html"," Eprosartan ","eprosartan-2","https://bnf.nice.org.uk/interaction/eprosartan-2.html","#eprosartan-2 .interactant span"
"348","eptifibatide-2.html"," Eptifibatide ","eptifibatide-2","https://bnf.nice.org.uk/interaction/eptifibatide-2.html","#eptifibatide-2 .interactant span"
"349","ergocalciferol-2.html"," Ergocalciferol ","ergocalciferol-2","https://bnf.nice.org.uk/interaction/ergocalciferol-2.html","#ergocalciferol-2 .interactant span"
"350","ergometrine.html"," Ergometrine ","ergometrine","https://bnf.nice.org.uk/interaction/ergometrine.html","#ergometrine .interactant span"
"351","ergotamine.html"," Ergotamine ","ergotamine","https://bnf.nice.org.uk/interaction/ergotamine.html","#ergotamine .interactant span"
"352","eribulin-2.html"," Eribulin ","eribulin-2","https://bnf.nice.org.uk/interaction/eribulin-2.html","#eribulin-2 .interactant span"
"353","erlotinib-2.html"," Erlotinib ","erlotinib-2","https://bnf.nice.org.uk/interaction/erlotinib-2.html","#erlotinib-2 .interactant span"
"354","ertapenem-2.html"," Ertapenem ","ertapenem-2","https://bnf.nice.org.uk/interaction/ertapenem-2.html","#ertapenem-2 .interactant span"
"355","erythromycin-2.html"," Erythromycin ","erythromycin-2","https://bnf.nice.org.uk/interaction/erythromycin-2.html","#erythromycin-2 .interactant span"
"356","escitalopram-2.html"," Escitalopram ","escitalopram-2","https://bnf.nice.org.uk/interaction/escitalopram-2.html","#escitalopram-2 .interactant span"
"357","eslicarbazepine.html"," Eslicarbazepine ","eslicarbazepine","https://bnf.nice.org.uk/interaction/eslicarbazepine.html","#eslicarbazepine .interactant span"
"358","esmolol.html"," Esmolol ","esmolol","https://bnf.nice.org.uk/interaction/esmolol.html","#esmolol .interactant span"
"359","esomeprazole-2.html"," Esomeprazole ","esomeprazole-2","https://bnf.nice.org.uk/interaction/esomeprazole-2.html","#esomeprazole-2 .interactant span"
"360","estramustine.html"," Estramustine ","estramustine","https://bnf.nice.org.uk/interaction/estramustine.html","#estramustine .interactant span"
"361","etanercept-2.html"," Etanercept ","etanercept-2","https://bnf.nice.org.uk/interaction/etanercept-2.html","#etanercept-2 .interactant span"
"362","etelcalcetide-2.html"," Etelcalcetide ","etelcalcetide-2","https://bnf.nice.org.uk/interaction/etelcalcetide-2.html","#etelcalcetide-2 .interactant span"
"363","ethambutol.html"," Ethambutol ","ethambutol","https://bnf.nice.org.uk/interaction/ethambutol.html","#ethambutol .interactant span"
"364","ethosuximide-2.html"," Ethosuximide ","ethosuximide-2","https://bnf.nice.org.uk/interaction/ethosuximide-2.html","#ethosuximide-2 .interactant span"
"365","etodolac-2.html"," Etodolac ","etodolac-2","https://bnf.nice.org.uk/interaction/etodolac-2.html","#etodolac-2 .interactant span"
"366","etomidate-2.html"," Etomidate ","etomidate-2","https://bnf.nice.org.uk/interaction/etomidate-2.html","#etomidate-2 .interactant span"
"367","etonogestrel-2.html"," Etonogestrel ","etonogestrel-2","https://bnf.nice.org.uk/interaction/etonogestrel-2.html","#etonogestrel-2 .interactant span"
"368","etoposide-2.html"," Etoposide ","etoposide-2","https://bnf.nice.org.uk/interaction/etoposide-2.html","#etoposide-2 .interactant span"
"369","etoricoxib-2.html"," Etoricoxib ","etoricoxib-2","https://bnf.nice.org.uk/interaction/etoricoxib-2.html","#etoricoxib-2 .interactant span"
"370","etravirine-2.html"," Etravirine ","etravirine-2","https://bnf.nice.org.uk/interaction/etravirine-2.html","#etravirine-2 .interactant span"
"371","everolimus-2.html"," Everolimus ","everolimus-2","https://bnf.nice.org.uk/interaction/everolimus-2.html","#everolimus-2 .interactant span"
"372","evolocumab-2.html"," Evolocumab ","evolocumab-2","https://bnf.nice.org.uk/interaction/evolocumab-2.html","#evolocumab-2 .interactant span"
"373","exemestane-2.html"," Exemestane ","exemestane-2","https://bnf.nice.org.uk/interaction/exemestane-2.html","#exemestane-2 .interactant span"
